constraint_key,subject,predicate,rtype,object,operation,description,combined
"ArtichokeTopping,hasSpiciness,some,Mild",ArtichokeTopping,hasSpiciness,some,Mild,original,"This topping, often found on pizzas, consists of tender artichoke hearts that add a unique, earthy flavor. Known for its mild taste, it complements a variety of other ingredients without overwhelming them, making it a popular choice for those who enjoy a subtler addition to their meal. ['Known for its mild taste, it complements a variety of other ingredients without overwhelming them.']","This topping, often found on pizzas, consists of tender artichoke hearts that add a unique, earthy flavor. Known for its mild taste, it complements a variety of other ingredients without overwhelming them, making it a popular choice for those who enjoy a subtler addition to their meal. ['Known for its mild taste, it complements a variety of other ingredients without overwhelming them.']"
"ArtichokeTopping,hasTopping,some,VegetableTopping",ArtichokeTopping,hasTopping,some,VegetableTopping,original,"This topping, often found on pizzas, consists of tender artichoke hearts that add a unique, earthy flavor. Known for its mild taste, it complements a variety of other ingredients without overwhelming them, making it a popular choice for those who enjoy a subtler addition to their meal. ['This topping, often found on pizzas, consists of tender artichoke hearts that add a unique, earthy flavor.']","This topping, often found on pizzas, consists of tender artichoke hearts that add a unique, earthy flavor. Known for its mild taste, it complements a variety of other ingredients without overwhelming them, making it a popular choice for those who enjoy a subtler addition to their meal. ['This topping, often found on pizzas, consists of tender artichoke hearts that add a unique, earthy flavor.']"
"AsparagusTopping,hasIngredient,some,Food",AsparagusTopping,hasIngredient,some,Food,original,"This delightful topping adds a unique flavor to pizzas, featuring tender, green stalks that bring a touch of earthiness. Known for their mild taste, these vegetables complement a variety of other ingredients without overpowering them. Whether enjoyed on a gourmet pie or a classic slice, they provide a nutritious and visually appealing addition that can elevate any pizza experience. ['They provide a nutritious and visually appealing addition that can elevate any pizza experience.']","This delightful topping adds a unique flavor to pizzas, featuring tender, green stalks that bring a touch of earthiness. Known for their mild taste, these vegetables complement a variety of other ingredients without overpowering them. Whether enjoyed on a gourmet pie or a classic slice, they provide a nutritious and visually appealing addition that can elevate any pizza experience. ['They provide a nutritious and visually appealing addition that can elevate any pizza experience.']"
"AsparagusTopping,hasSpiciness,some,Mild",AsparagusTopping,hasSpiciness,some,Mild,original,"This delightful topping adds a unique flavor to pizzas, featuring tender, green stalks that bring a touch of earthiness. Known for their mild taste, these vegetables complement a variety of other ingredients without overpowering them. Whether enjoyed on a gourmet pie or a classic slice, they provide a nutritious and visually appealing addition that can elevate any pizza experience. ['Known for their mild taste, these vegetables complement a variety of other ingredients without overpowering them.']","This delightful topping adds a unique flavor to pizzas, featuring tender, green stalks that bring a touch of earthiness. Known for their mild taste, these vegetables complement a variety of other ingredients without overpowering them. Whether enjoyed on a gourmet pie or a classic slice, they provide a nutritious and visually appealing addition that can elevate any pizza experience. ['Known for their mild taste, these vegetables complement a variety of other ingredients without overpowering them.']"
"AsparagusTopping,hasTopping,some,VegetableTopping",AsparagusTopping,hasTopping,some,VegetableTopping,original,"This delightful topping adds a unique flavor to pizzas, featuring tender, green stalks that bring a touch of earthiness. Known for their mild taste, these vegetables complement a variety of other ingredients without overpowering them. Whether enjoyed on a gourmet pie or a classic slice, they provide a nutritious and visually appealing addition that can elevate any pizza experience. ['This delightful topping adds a unique flavor to pizzas, featuring tender, green stalks that bring a touch of earthiness.']","This delightful topping adds a unique flavor to pizzas, featuring tender, green stalks that bring a touch of earthiness. Known for their mild taste, these vegetables complement a variety of other ingredients without overpowering them. Whether enjoyed on a gourmet pie or a classic slice, they provide a nutritious and visually appealing addition that can elevate any pizza experience. ['This delightful topping adds a unique flavor to pizzas, featuring tender, green stalks that bring a touch of earthiness.']"
"Cajun,hasBase,some,TomatoTopping",Cajun,hasBase,some,TomatoTopping,original,"This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base.']","This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base.']"
"Cajun,hasSpiciness,some,Hot",Cajun,hasSpiciness,some,Hot,original,"This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['...creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal.']","This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['...creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal.']"
"Cajun,hasTopping,some,OnionTopping",Cajun,hasTopping,some,OnionTopping,original,"This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['...sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce...']","This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['...sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce...']"
"Cajun,hasTopping,some,PeperonataTopping",Cajun,hasTopping,some,PeperonataTopping,original,"This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['...sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce...']","This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['...sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce...']"
"Cajun,hasTopping,some,PrawnsTopping",Cajun,hasTopping,some,PrawnsTopping,original,"This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce...']","This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce...']"
"Cajun,hasTopping,some,SauceTopping",Cajun,hasTopping,some,SauceTopping,original,"This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['...and a zesty kick from Tobasco pepper sauce...']","This delightful pizza variety features a harmonious blend of toppings that are sure to excite your taste buds. Each slice is generously adorned with creamy mozzarella, sweet onions, vibrant peperonata, succulent prawns, and a zesty kick from Tobasco pepper sauce, all layered atop a classic tomato base. The combination of these ingredients creates a unique and flavorful experience, perfect for those who enjoy a little spice in their meal. ['...and a zesty kick from Tobasco pepper sauce...']"
"CajunSpiceTopping,hasSpiciness,some,Hot",CajunSpiceTopping,hasSpiciness,some,Hot,original,"This flavorful addition to your pizza brings a bold and zesty kick, characterized by its hot spiciness that tantalizes the taste buds. Often used to enhance the overall flavor profile, it combines a mix of aromatic herbs and spices that create a distinctive and exciting taste experience. Perfect for those who enjoy a bit of heat in their meals, this spicy topping can elevate a simple pizza into a culinary adventure. ['CajunSpiceTopping is characterized by its hot spiciness that tantalizes the taste buds, indicating that it must have a spiciness level of at least ""Hot"".']","This flavorful addition to your pizza brings a bold and zesty kick, characterized by its hot spiciness that tantalizes the taste buds. Often used to enhance the overall flavor profile, it combines a mix of aromatic herbs and spices that create a distinctive and exciting taste experience. Perfect for those who enjoy a bit of heat in their meals, this spicy topping can elevate a simple pizza into a culinary adventure. ['CajunSpiceTopping is characterized by its hot spiciness that tantalizes the taste buds, indicating that it must have a spiciness level of at least ""Hot"".']"
"CajunSpiceTopping,isToppingOf,some,Cajun",CajunSpiceTopping,isToppingOf,some,Cajun,original,"This flavorful addition to your pizza brings a bold and zesty kick, characterized by its hot spiciness that tantalizes the taste buds. Often used to enhance the overall flavor profile, it combines a mix of aromatic herbs and spices that create a distinctive and exciting taste experience. Perfect for those who enjoy a bit of heat in their meals, this spicy topping can elevate a simple pizza into a culinary adventure. ['This flavorful addition to your pizza is often used to enhance the overall flavor profile, suggesting that it is a topping specifically associated with the Cajun pizza.']","This flavorful addition to your pizza brings a bold and zesty kick, characterized by its hot spiciness that tantalizes the taste buds. Often used to enhance the overall flavor profile, it combines a mix of aromatic herbs and spices that create a distinctive and exciting taste experience. Perfect for those who enjoy a bit of heat in their meals, this spicy topping can elevate a simple pizza into a culinary adventure. ['This flavorful addition to your pizza is often used to enhance the overall flavor profile, suggesting that it is a topping specifically associated with the Cajun pizza.']"
"CaperTopping,hasTopping,some,VegetableTopping",CaperTopping,hasTopping,some,VegetableTopping,original,"This delightful topping is a mild-flavored ingredient that adds a unique touch to pizzas. Often small and briny, it brings a burst of flavor that complements various other toppings. Typically classified as a vegetable topping, it enhances the overall taste experience without overwhelming the palate, making it a popular choice for those who enjoy a subtle yet distinctive addition to their pizza. ['Typically classified as a vegetable topping, it enhances the overall taste experience without overwhelming the palate, making it a popular choice for those who enjoy a subtle yet distinctive addition to their pizza.']","This delightful topping is a mild-flavored ingredient that adds a unique touch to pizzas. Often small and briny, it brings a burst of flavor that complements various other toppings. Typically classified as a vegetable topping, it enhances the overall taste experience without overwhelming the palate, making it a popular choice for those who enjoy a subtle yet distinctive addition to their pizza. ['Typically classified as a vegetable topping, it enhances the overall taste experience without overwhelming the palate, making it a popular choice for those who enjoy a subtle yet distinctive addition to their pizza.']"
"Capricciosa,hasBase,exactly 1,PizzaBase",Capricciosa,hasBase,exactly 1,PizzaBase,original,"This delightful pizza variety is characterized by a rich combination of toppings that come together to create a savory experience. Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato, all resting on a classic pizza base. The harmonious blend of these ingredients not only delivers a burst of flavor but also reflects a traditional approach to pizza-making, ensuring that every bite is a celebration of taste and texture. ['all resting on a classic pizza base.']","This delightful pizza variety is characterized by a rich combination of toppings that come together to create a savory experience. Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato, all resting on a classic pizza base. The harmonious blend of these ingredients not only delivers a burst of flavor but also reflects a traditional approach to pizza-making, ensuring that every bite is a celebration of taste and texture. ['all resting on a classic pizza base.']"
"Capricciosa,hasIngredient,some,CheeseTopping",Capricciosa,hasIngredient,some,CheeseTopping,original,"This delightful pizza variety is characterized by a rich combination of toppings that come together to create a savory experience. Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato, all resting on a classic pizza base. The harmonious blend of these ingredients not only delivers a burst of flavor but also reflects a traditional approach to pizza-making, ensuring that every bite is a celebration of taste and texture. ['Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato...']","This delightful pizza variety is characterized by a rich combination of toppings that come together to create a savory experience. Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato, all resting on a classic pizza base. The harmonious blend of these ingredients not only delivers a burst of flavor but also reflects a traditional approach to pizza-making, ensuring that every bite is a celebration of taste and texture. ['Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato...']"
"Capricciosa,hasTopping,some,FishTopping",Capricciosa,hasTopping,some,FishTopping,original,"This delightful pizza variety is characterized by a rich combination of toppings that come together to create a savory experience. Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato, all resting on a classic pizza base. The harmonious blend of these ingredients not only delivers a burst of flavor but also reflects a traditional approach to pizza-making, ensuring that every bite is a celebration of taste and texture. ['Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato...']","This delightful pizza variety is characterized by a rich combination of toppings that come together to create a savory experience. Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato, all resting on a classic pizza base. The harmonious blend of these ingredients not only delivers a burst of flavor but also reflects a traditional approach to pizza-making, ensuring that every bite is a celebration of taste and texture. ['Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato...']"
"Capricciosa,hasTopping,some,VegetableTopping",Capricciosa,hasTopping,some,VegetableTopping,original,"This delightful pizza variety is characterized by a rich combination of toppings that come together to create a savory experience. Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato, all resting on a classic pizza base. The harmonious blend of these ingredients not only delivers a burst of flavor but also reflects a traditional approach to pizza-making, ensuring that every bite is a celebration of taste and texture. ['Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato...']","This delightful pizza variety is characterized by a rich combination of toppings that come together to create a savory experience. Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato, all resting on a classic pizza base. The harmonious blend of these ingredients not only delivers a burst of flavor but also reflects a traditional approach to pizza-making, ensuring that every bite is a celebration of taste and texture. ['Each slice is adorned with anchovies, capers, ham, mozzarella, olives, peperonata, and a generous spread of tomato...']"
"Caprina,hasBase,some,PizzaBase",Caprina,hasBase,some,PizzaBase,original,"This delightful pizza features a harmonious blend of toppings, which include creamy goats cheese, rich mozzarella, tangy sundried tomatoes, and classic tomato sauce. Each bite offers a unique flavor profile that balances the distinctiveness of each ingredient, creating a savory experience that is both satisfying and memorable. The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine. ['The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine.']","This delightful pizza features a harmonious blend of toppings, which include creamy goats cheese, rich mozzarella, tangy sundried tomatoes, and classic tomato sauce. Each bite offers a unique flavor profile that balances the distinctiveness of each ingredient, creating a savory experience that is both satisfying and memorable. The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine. ['The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine.']"
"Caprina,hasTopping,some,CheeseTopping",Caprina,hasTopping,some,CheeseTopping,original,"This delightful pizza features a harmonious blend of toppings, which include creamy goats cheese, rich mozzarella, tangy sundried tomatoes, and classic tomato sauce. Each bite offers a unique flavor profile that balances the distinctiveness of each ingredient, creating a savory experience that is both satisfying and memorable. The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine. ['This delightful pizza features a harmonious blend of toppings, which include creamy goats cheese, rich mozzarella...']","This delightful pizza features a harmonious blend of toppings, which include creamy goats cheese, rich mozzarella, tangy sundried tomatoes, and classic tomato sauce. Each bite offers a unique flavor profile that balances the distinctiveness of each ingredient, creating a savory experience that is both satisfying and memorable. The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine. ['This delightful pizza features a harmonious blend of toppings, which include creamy goats cheese, rich mozzarella...']"
"Caprina,hasTopping,some,TomatoTopping",Caprina,hasTopping,some,TomatoTopping,original,"This delightful pizza features a harmonious blend of toppings, which include creamy goats cheese, rich mozzarella, tangy sundried tomatoes, and classic tomato sauce. Each bite offers a unique flavor profile that balances the distinctiveness of each ingredient, creating a savory experience that is both satisfying and memorable. The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine. ['...tangy sundried tomatoes, and classic tomato sauce.']","This delightful pizza features a harmonious blend of toppings, which include creamy goats cheese, rich mozzarella, tangy sundried tomatoes, and classic tomato sauce. Each bite offers a unique flavor profile that balances the distinctiveness of each ingredient, creating a savory experience that is both satisfying and memorable. The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine. ['...tangy sundried tomatoes, and classic tomato sauce.']"
"CheeseTopping,hasSpiciness,some,Mild",CheeseTopping,hasSpiciness,some,Mild,original,"This type of topping adds a rich and creamy element to any pizza, enhancing its flavor and texture. Often made from various types of milk, it melts beautifully when baked, creating that signature gooeyness that many pizza lovers crave. Whether it's mozzarella, cheddar, or a blend of cheeses, this topping is a staple that elevates the overall taste experience, making each slice irresistibly delicious. ['(While not explicitly stated, cheese toppings are generally considered to have a mild flavor profile, complementing the richness of the cheese.)']","This type of topping adds a rich and creamy element to any pizza, enhancing its flavor and texture. Often made from various types of milk, it melts beautifully when baked, creating that signature gooeyness that many pizza lovers crave. Whether it's mozzarella, cheddar, or a blend of cheeses, this topping is a staple that elevates the overall taste experience, making each slice irresistibly delicious. ['(While not explicitly stated, cheese toppings are generally considered to have a mild flavor profile, complementing the richness of the cheese.)']"
