constraint_key,subject,predicate,rtype,object,operation,description,combined
"Apple,eaten-by,some,Animal",Apple,eaten-by,some,Animal,original,"The Apple class represents a type of fruit that is typically sweet and can vary in color, including shades of red, green, and yellow. Apples are often consumed fresh or used in a variety of culinary applications, such as desserts and beverages. This fruit is produced by apple trees and is known for its nutritional benefits, including vitamins and fiber. Apples play a significant role in various ecosystems, serving as a food source for numerous animal species. ['(Apples play a significant role in various ecosystems, serving as a food source for numerous animal species.)']","The Apple class represents a type of fruit that is typically sweet and can vary in color, including shades of red, green, and yellow. Apples are often consumed fresh or used in a variety of culinary applications, such as desserts and beverages. This fruit is produced by apple trees and is known for its nutritional benefits, including vitamins and fiber. Apples play a significant role in various ecosystems, serving as a food source for numerous animal species. ['(Apples play a significant role in various ecosystems, serving as a food source for numerous animal species.)']"
"Apple,eaten-by,some,Animal",Apple,eaten-by,some,Animal,remove,"Apples play a significant role in various ecosystems, serving as a food source for numerous animal species.","The Apple class represents a type of fruit that is typically sweet and can vary in color, including shades of red, green, and yellow. Apples are often consumed fresh or used in a variety of culinary applications, such as desserts and beverages. This fruit is produced by apple trees and is known for its nutritional benefits, including vitamins and fiber. Apples play a significant role in various ecosystems, serving as a food source for numerous animal species. ['(Apples play a significant role in various ecosystems, serving as a food source for numerous animal species.)']"
"Apple,eaten-by,some,Animal",Apple,eaten-by,only,Animal,variant_rtype,"Apples play a significant role in various ecosystems, serving as a food source for numerous animal species. If any animals eat apples, they must all be of the defined species.","The Apple class represents a type of fruit that is typically sweet and can vary in color, including shades of red, green, and yellow. Apples are often consumed fresh or used in a variety of culinary applications, such as desserts and beverages. This fruit is produced by apple trees and is known for its nutritional benefits, including vitamins and fiber. Apples play a significant role in various ecosystems, serving as a food source for numerous animal species. ['(Apples play a significant role in various ecosystems, serving as a food source for numerous animal species.)']"
"Apple,eaten-by,some,Animal",Apple,eaten-by,some,Thing,generalize,"Apples play a significant role in various ecosystems, serving as a food source for numerous entities.","The Apple class represents a type of fruit that is typically sweet and can vary in color, including shades of red, green, and yellow. Apples are often consumed fresh or used in a variety of culinary applications, such as desserts and beverages. This fruit is produced by apple trees and is known for its nutritional benefits, including vitamins and fiber. Apples play a significant role in various ecosystems, serving as a food source for numerous animal species. ['(Apples play a significant role in various ecosystems, serving as a food source for numerous animal species.)']"
"Bask,has-member,some,Animal",Bask,has-member,some,Animal,original,"The class ""Bask"" refers to a specific type of animal collective, characterized by the behavior of animals gathering together in a sunlit area to absorb warmth. This behavior is commonly observed in certain reptiles and mammals, which seek out sunny spots to regulate their body temperature. Basking serves not only a thermoregulatory function but also plays a role in social interactions among the animals present. This collective behavior highlights the importance of environmental conditions in shaping animal activities and interactions. ['(The class ""Bask"" refers to a specific type of animal collective, which implies that it consists of members that are animals.)']","The class ""Bask"" refers to a specific type of animal collective, characterized by the behavior of animals gathering together in a sunlit area to absorb warmth. This behavior is commonly observed in certain reptiles and mammals, which seek out sunny spots to regulate their body temperature. Basking serves not only a thermoregulatory function but also plays a role in social interactions among the animals present. This collective behavior highlights the importance of environmental conditions in shaping animal activities and interactions. ['(The class ""Bask"" refers to a specific type of animal collective, which implies that it consists of members that are animals.)']"
"Bask,has-member,some,Animal",Bask,has-member,some,Animal,remove,"(The class ""Bask"" refers to a specific type of animal collective, which implies that it consists of members that are animals.)","The class ""Bask"" refers to a specific type of animal collective, characterized by the behavior of animals gathering together in a sunlit area to absorb warmth. This behavior is commonly observed in certain reptiles and mammals, which seek out sunny spots to regulate their body temperature. Basking serves not only a thermoregulatory function but also plays a role in social interactions among the animals present. This collective behavior highlights the importance of environmental conditions in shaping animal activities and interactions. ['(The class ""Bask"" refers to a specific type of animal collective, which implies that it consists of members that are animals.)']"
"Bask,has-member,some,Animal",Bask,has-member,only,Animal,variant_rtype,"(The class ""Bask"" refers to a specific type of animal collective, which implies that it consists of members that are animals. If any members exist, they must exclusively be animals.)","The class ""Bask"" refers to a specific type of animal collective, characterized by the behavior of animals gathering together in a sunlit area to absorb warmth. This behavior is commonly observed in certain reptiles and mammals, which seek out sunny spots to regulate their body temperature. Basking serves not only a thermoregulatory function but also plays a role in social interactions among the animals present. This collective behavior highlights the importance of environmental conditions in shaping animal activities and interactions. ['(The class ""Bask"" refers to a specific type of animal collective, which implies that it consists of members that are animals.)']"
"Bask,has-member,some,Animal",Bask,has-member,some,Thing,generalize,"(The class ""Bask"" refers to a specific type of collective, which implies that it consists of members that are things.)","The class ""Bask"" refers to a specific type of animal collective, characterized by the behavior of animals gathering together in a sunlit area to absorb warmth. This behavior is commonly observed in certain reptiles and mammals, which seek out sunny spots to regulate their body temperature. Basking serves not only a thermoregulatory function but also plays a role in social interactions among the animals present. This collective behavior highlights the importance of environmental conditions in shaping animal activities and interactions. ['(The class ""Bask"" refers to a specific type of animal collective, which implies that it consists of members that are animals.)']"
"Berry,eaten-by,some,Animal",Berry,eaten-by,some,Animal,original,"The Berry class represents a type of small, pulpy fruit that typically contains seeds. Berries are often juicy and can be found in various colors and flavors, making them popular in both wild and cultivated forms. They are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal. This class encompasses a diverse range of berry-producing plants, highlighting their significance in both nature and agriculture. ['(Berries are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal.)']","The Berry class represents a type of small, pulpy fruit that typically contains seeds. Berries are often juicy and can be found in various colors and flavors, making them popular in both wild and cultivated forms. They are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal. This class encompasses a diverse range of berry-producing plants, highlighting their significance in both nature and agriculture. ['(Berries are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal.)']"
"Berry,eaten-by,some,Animal",Berry,eaten-by,some,Animal,remove,Berries are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal.,"The Berry class represents a type of small, pulpy fruit that typically contains seeds. Berries are often juicy and can be found in various colors and flavors, making them popular in both wild and cultivated forms. They are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal. This class encompasses a diverse range of berry-producing plants, highlighting their significance in both nature and agriculture. ['(Berries are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal.)']"
"Berry,eaten-by,some,Animal",Berry,eaten-by,only,Animal,variant_rtype,"Berries are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal. If any animals eat berries, they must exclusively be those that belong to the defined criterion.","The Berry class represents a type of small, pulpy fruit that typically contains seeds. Berries are often juicy and can be found in various colors and flavors, making them popular in both wild and cultivated forms. They are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal. This class encompasses a diverse range of berry-producing plants, highlighting their significance in both nature and agriculture. ['(Berries are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal.)']"
"Berry,eaten-by,some,Animal",Berry,eaten-by,some,Thing,generalize,Berries are an important food source for many things and can play a significant role in the ecosystem by facilitating seed dispersal.,"The Berry class represents a type of small, pulpy fruit that typically contains seeds. Berries are often juicy and can be found in various colors and flavors, making them popular in both wild and cultivated forms. They are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal. This class encompasses a diverse range of berry-producing plants, highlighting their significance in both nature and agriculture. ['(Berries are an important food source for many animals and can play a significant role in the ecosystem by facilitating seed dispersal.)']"
"Branch,has-part,some,FruitingBody",Branch,has-part,some,FruitingBody,original,"A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. It extends outward from the trunk, allowing for increased exposure to sunlight and air, which are essential for photosynthesis. Branches can vary in size and thickness, depending on the species of the tree and its environment. They are crucial for the reproduction of trees, as they often bear the fruiting bodies that contain seeds. ['(A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.)']","A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. It extends outward from the trunk, allowing for increased exposure to sunlight and air, which are essential for photosynthesis. Branches can vary in size and thickness, depending on the species of the tree and its environment. They are crucial for the reproduction of trees, as they often bear the fruiting bodies that contain seeds. ['(A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.)']"
"Branch,has-part,some,FruitingBody",Branch,has-part,some,FruitingBody,remove,"A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.","A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. It extends outward from the trunk, allowing for increased exposure to sunlight and air, which are essential for photosynthesis. Branches can vary in size and thickness, depending on the species of the tree and its environment. They are crucial for the reproduction of trees, as they often bear the fruiting bodies that contain seeds. ['(A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.)']"
"Branch,has-part,some,FruitingBody",Branch,has-part,only,FruitingBody,variant_rtype,"A Branch is a structural component of a Tree that supports leaves and fruits. If any parts exist, they must all be Fruiting Bodies.","A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. It extends outward from the trunk, allowing for increased exposure to sunlight and air, which are essential for photosynthesis. Branches can vary in size and thickness, depending on the species of the tree and its environment. They are crucial for the reproduction of trees, as they often bear the fruiting bodies that contain seeds. ['(A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.)']"
"Branch,has-part,some,Leaf",Branch,has-part,some,Leaf,original,"A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. It extends outward from the trunk, allowing for increased exposure to sunlight and air, which are essential for photosynthesis. Branches can vary in size and thickness, depending on the species of the tree and its environment. They are crucial for the reproduction of trees, as they often bear the fruiting bodies that contain seeds. ['(A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.)']","A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. It extends outward from the trunk, allowing for increased exposure to sunlight and air, which are essential for photosynthesis. Branches can vary in size and thickness, depending on the species of the tree and its environment. They are crucial for the reproduction of trees, as they often bear the fruiting bodies that contain seeds. ['(A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.)']"
"Branch,has-part,some,Leaf",Branch,has-part,some,Leaf,remove,"A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.","A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. It extends outward from the trunk, allowing for increased exposure to sunlight and air, which are essential for photosynthesis. Branches can vary in size and thickness, depending on the species of the tree and its environment. They are crucial for the reproduction of trees, as they often bear the fruiting bodies that contain seeds. ['(A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.)']"
"Branch,has-part,some,Leaf",Branch,has-part,only,Leaf,variant_rtype,"A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. If any parts exist, they must all be Leaves.","A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant. It extends outward from the trunk, allowing for increased exposure to sunlight and air, which are essential for photosynthesis. Branches can vary in size and thickness, depending on the species of the tree and its environment. They are crucial for the reproduction of trees, as they often bear the fruiting bodies that contain seeds. ['(A Branch is a structural component of a Tree that supports leaves and fruits, playing a vital role in the overall growth and health of the plant.)']"
"Carnivore,eats,some,Animal",Carnivore,eats,some,Animal,original,"Carnivores are a group of animals that just consume other animals as their all source of nutrition. This dietary specialization distinguishes them from herbivores and omnivores, emphasizing their role as predators in the ecosystem. They possess adaptations that enhance their hunting abilities, such as sharp teeth and keen senses. In the food chain, carnivores play a crucial role in maintaining the balance of animal populations. ['(Carnivores are a group of animals that just consume other animals as their all source of nutrition.)']","Carnivores are a group of animals that just consume other animals as their all source of nutrition. This dietary specialization distinguishes them from herbivores and omnivores, emphasizing their role as predators in the ecosystem. They possess adaptations that enhance their hunting abilities, such as sharp teeth and keen senses. In the food chain, carnivores play a crucial role in maintaining the balance of animal populations. ['(Carnivores are a group of animals that just consume other animals as their all source of nutrition.)']"
"Carnivore,eats,some,Animal",Carnivore,eats,some,Animal,remove,Carnivores are a group of animals that just consume other animals as their all source of nutrition.,"Carnivores are a group of animals that just consume other animals as their all source of nutrition. This dietary specialization distinguishes them from herbivores and omnivores, emphasizing their role as predators in the ecosystem. They possess adaptations that enhance their hunting abilities, such as sharp teeth and keen senses. In the food chain, carnivores play a crucial role in maintaining the balance of animal populations. ['(Carnivores are a group of animals that just consume other animals as their all source of nutrition.)']"
"Carnivore,eats,some,Animal",Carnivore,eats,only,Animal,variant_rtype,"Carnivores are a group of animals that just consume other animals as their all source of nutrition. If any animals are eaten, they must exclusively be other animals.","Carnivores are a group of animals that just consume other animals as their all source of nutrition. This dietary specialization distinguishes them from herbivores and omnivores, emphasizing their role as predators in the ecosystem. They possess adaptations that enhance their hunting abilities, such as sharp teeth and keen senses. In the food chain, carnivores play a crucial role in maintaining the balance of animal populations. ['(Carnivores are a group of animals that just consume other animals as their all source of nutrition.)']"
"Carnivore,eats,some,Animal",Carnivore,eats,some,Thing,generalize,Carnivores are a group of animals that just consume other things as their all source of nutrition.,"Carnivores are a group of animals that just consume other animals as their all source of nutrition. This dietary specialization distinguishes them from herbivores and omnivores, emphasizing their role as predators in the ecosystem. They possess adaptations that enhance their hunting abilities, such as sharp teeth and keen senses. In the food chain, carnivores play a crucial role in maintaining the balance of animal populations. ['(Carnivores are a group of animals that just consume other animals as their all source of nutrition.)']"
"CarnivorousPlant,eats,some,Animal",CarnivorousPlant,eats,some,Animal,original,"Carnivorous plants are unique botanical species that have evolved specialized mechanisms to capture and digest animals, primarily insects. These plants thrive in nutrient-poor environments, where their carnivorous adaptations provide essential nutrients that are otherwise scarce. By attracting, trapping, and digesting their prey, they supplement their nutritional intake, allowing them to survive in challenging habitats. Their fascinating adaptations make them a remarkable example of evolutionary innovation in the plant kingdom. ['(Carnivorous plants capture and digest animals, primarily insects, to supplement their nutritional intake.)']","Carnivorous plants are unique botanical species that have evolved specialized mechanisms to capture and digest animals, primarily insects. These plants thrive in nutrient-poor environments, where their carnivorous adaptations provide essential nutrients that are otherwise scarce. By attracting, trapping, and digesting their prey, they supplement their nutritional intake, allowing them to survive in challenging habitats. Their fascinating adaptations make them a remarkable example of evolutionary innovation in the plant kingdom. ['(Carnivorous plants capture and digest animals, primarily insects, to supplement their nutritional intake.)']"
"CarnivorousPlant,eats,some,Animal",CarnivorousPlant,eats,some,Animal,remove,"Carnivorous plants are unique botanical species that have evolved specialized mechanisms to capture and digest animals, primarily insects. These plants thrive in nutrient-poor environments, where their carnivorous adaptations provide essential nutrients that are otherwise scarce. By attracting, trapping, and digesting their prey, they supplement their nutritional intake, allowing them to survive in challenging habitats. Their fascinating adaptations make them a remarkable example of evolutionary innovation in the plant kingdom.","Carnivorous plants are unique botanical species that have evolved specialized mechanisms to capture and digest animals, primarily insects. These plants thrive in nutrient-poor environments, where their carnivorous adaptations provide essential nutrients that are otherwise scarce. By attracting, trapping, and digesting their prey, they supplement their nutritional intake, allowing them to survive in challenging habitats. Their fascinating adaptations make them a remarkable example of evolutionary innovation in the plant kingdom. ['(Carnivorous plants capture and digest animals, primarily insects, to supplement their nutritional intake.)']"
"CarnivorousPlant,eats,some,Animal",CarnivorousPlant,eats,only,Animal,variant_rtype,"Carnivorous plants are unique botanical species that have evolved specialized mechanisms to capture and digest animals, primarily insects. If any animals are consumed, they must exclusively be of the defined criteria.","Carnivorous plants are unique botanical species that have evolved specialized mechanisms to capture and digest animals, primarily insects. These plants thrive in nutrient-poor environments, where their carnivorous adaptations provide essential nutrients that are otherwise scarce. By attracting, trapping, and digesting their prey, they supplement their nutritional intake, allowing them to survive in challenging habitats. Their fascinating adaptations make them a remarkable example of evolutionary innovation in the plant kingdom. ['(Carnivorous plants capture and digest animals, primarily insects, to supplement their nutritional intake.)']"
"Carrot,eaten-by,some,Herbivore",Carrot,eaten-by,some,Herbivore,original,"The Carrot is a root vegetable known for its vibrant orange color, although it can also be found in purple, yellow, and white varieties. It is cultivated primarily for its edible taproot, which is rich in nutrients and commonly consumed by both humans and various animals. Carrots thrive in well-drained soil and require a temperate climate for optimal growth. This versatile plant can be used in a variety of culinary dishes, serving as a key ingredient in salads, soups, and stews. ['(Carrots are commonly consumed by various animals, indicating that they can be eaten by herbivores.)']","The Carrot is a root vegetable known for its vibrant orange color, although it can also be found in purple, yellow, and white varieties. It is cultivated primarily for its edible taproot, which is rich in nutrients and commonly consumed by both humans and various animals. Carrots thrive in well-drained soil and require a temperate climate for optimal growth. This versatile plant can be used in a variety of culinary dishes, serving as a key ingredient in salads, soups, and stews. ['(Carrots are commonly consumed by various animals, indicating that they can be eaten by herbivores.)']"
"Carrot,eaten-by,some,Herbivore",Carrot,eaten-by,some,Herbivore,remove,"Carrots are commonly consumed by various animals, indicating that they can be eaten by herbivores.","The Carrot is a root vegetable known for its vibrant orange color, although it can also be found in purple, yellow, and white varieties. It is cultivated primarily for its edible taproot, which is rich in nutrients and commonly consumed by both humans and various animals. Carrots thrive in well-drained soil and require a temperate climate for optimal growth. This versatile plant can be used in a variety of culinary dishes, serving as a key ingredient in salads, soups, and stews. ['(Carrots are commonly consumed by various animals, indicating that they can be eaten by herbivores.)']"
"Carrot,eaten-by,some,Herbivore",Carrot,eaten-by,only,Herbivore,variant_rtype,"Carrots are commonly consumed by various animals, indicating that they can be eaten exclusively by herbivores.","The Carrot is a root vegetable known for its vibrant orange color, although it can also be found in purple, yellow, and white varieties. It is cultivated primarily for its edible taproot, which is rich in nutrients and commonly consumed by both humans and various animals. Carrots thrive in well-drained soil and require a temperate climate for optimal growth. This versatile plant can be used in a variety of culinary dishes, serving as a key ingredient in salads, soups, and stews. ['(Carrots are commonly consumed by various animals, indicating that they can be eaten by herbivores.)']"
"Cloud,has-member,some,Animal",Cloud,has-member,some,Animal,original,"The class ""Cloud"" refers to a collective grouping of animals that come together for various social or survival reasons. This group may exhibit coordinated behaviors, often for activities such as migration, foraging, or protection against predators. Members of a cloud typically share a common environment and interact closely with one another. The dynamics within a cloud can influence their success in finding food and evading threats. ['(Members of a cloud typically share a common environment and interact closely with one another, indicating that a cloud consists of various animals.)']","The class ""Cloud"" refers to a collective grouping of animals that come together for various social or survival reasons. This group may exhibit coordinated behaviors, often for activities such as migration, foraging, or protection against predators. Members of a cloud typically share a common environment and interact closely with one another. The dynamics within a cloud can influence their success in finding food and evading threats. ['(Members of a cloud typically share a common environment and interact closely with one another, indicating that a cloud consists of various animals.)']"
"Cloud,has-member,some,Animal",Cloud,has-member,some,Animal,remove,"Members of a cloud typically share a common environment and interact closely with one another, indicating that a cloud consists of various animals.","The class ""Cloud"" refers to a collective grouping of animals that come together for various social or survival reasons. This group may exhibit coordinated behaviors, often for activities such as migration, foraging, or protection against predators. Members of a cloud typically share a common environment and interact closely with one another. The dynamics within a cloud can influence their success in finding food and evading threats. ['(Members of a cloud typically share a common environment and interact closely with one another, indicating that a cloud consists of various animals.)']"
"Cloud,has-member,some,Animal",Cloud,has-member,only,Animal,variant_rtype,"Members of a cloud typically share a common environment and interact closely with one another, indicating that a cloud consists exclusively of animals.","The class ""Cloud"" refers to a collective grouping of animals that come together for various social or survival reasons. This group may exhibit coordinated behaviors, often for activities such as migration, foraging, or protection against predators. Members of a cloud typically share a common environment and interact closely with one another. The dynamics within a cloud can influence their success in finding food and evading threats. ['(Members of a cloud typically share a common environment and interact closely with one another, indicating that a cloud consists of various animals.)']"
