,subject,predicate,rtype,object,operations,support_sentence
18,AsparagusTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""Whether enjoyed on a gourmet pie or a classic slice, they provide a nutritious and visually appealing addition that can elevate any pizza experience."")']"
19,Cajun,hasIngredient,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasTopping'], 'generalize': ['VegetableTopping'], 'specialize': []}",['(“All layers are set atop a classic tomato base.”)']
20,Cajun,hasSpiciness,some,Medium,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['(“This pizza is perfect for those who enjoy a little spice in their meal.”)']
21,Cajun,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}",['(“Each slice is generously adorned with creamy mozzarella.”)']
22,Cajun,hasTopping,some,OnionTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['(“Each slice is generously adorned with sweet onions.”)']
23,Cajun,hasTopping,some,PeperonataTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PepperTopping'], 'specialize': []}",['(“It features a harmonious blend that includes vibrant peperonata.”)']
24,Cajun,hasTopping,some,PrawnsTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['(“The pizza is topped with succulent prawns.”)']
25,Cajun,hasTopping,some,TobascoPepperSauce,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['(“It delivers a zesty kick from Tobasco pepper sauce.”)']
26,CajunSpiceTopping,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['“It is described as having a ‘hot spiciness that tantalizes the taste buds,’ and Hot is a member of the Spiciness partition in our hierarchy.”']"
27,CajunSpiceTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['“This topping is used to enhance the overall flavor profile of pizza, elevating a simple pizza into a culinary adventure.”']"
28,CaperTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['(“This delightful topping is a mild‑flavored ingredient…” indicates that its spiciness is mild.)']
29,CaperTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}",['(“...adds a unique touch to pizzas” shows that this topping is used on pizzas.)']
30,Capricciosa,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""resting on a classic pizza base"")']"
31,Capricciosa,hasTopping,some,AnchoviesTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""Each slice is adorned with anchovies"")']"
32,Capricciosa,hasTopping,some,CaperTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""Each slice is adorned with capers"")']"
33,Capricciosa,hasTopping,some,HamTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['MeatTopping'], 'specialize': []}","['(""Each slice is adorned with ham"")']"
34,Capricciosa,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""Each slice is adorned with mozzarella"")']"
35,Capricciosa,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""Each slice is adorned with olives"")']"
36,Capricciosa,hasTopping,some,PeperonataTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PepperTopping'], 'specialize': []}","['(""Each slice is adorned with peperonata"")']"
37,Capricciosa,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""a generous spread of tomato"" is mentioned, providing a burst of flavor)']"
38,Caprina,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""The crust is built on a solid pizza base, providing the perfect foundation for these carefully selected toppings to shine."")']"
39,Caprina,hasTopping,some,GoatsCheeseTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""This delightful pizza features a harmonious blend of toppings including creamy goats cheese."")']"
40,Caprina,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""It includes rich mozzarella as one of its key toppings."")']"
41,Caprina,hasTopping,some,SauceTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PizzaTopping'], 'specialize': []}","['(""The description also mentions classic tomato sauce, which can be modeled as a SauceTopping using concepts from the class hierarchy."")']"
42,Caprina,hasTopping,some,SundriedTomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['TomatoTopping'], 'specialize': []}","['(""It offers tangy sundried tomatoes as part of its blend of toppings."")']"
43,CheeseTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}",['“…adds a rich and creamy element to any pizza…”']
44,CheeseyPizza,hasTopping,some,CheeseTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PizzaTopping'], 'specialize': []}","['The CheeseyPizza description explicitly states that it “has at least one cheese topping added,” and the overall defining feature is “its delightful inclusion of cheese,” which supports the use of a restriction that requires a CheeseTopping.']"
45,CheeseyVegetableTopping,hasIngredient,some,CheeseTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasTopping'], 'generalize': ['PizzaTopping'], 'specialize': []}","['(""combines the rich, creamy goodness of cheese"" indicates that a cheese component is essential)']"
46,CheeseyVegetableTopping,hasIngredient,some,VegetableTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasTopping'], 'generalize': [], 'specialize': []}","['(""a variety of fresh vegetables"" confirms that this topping must include vegetable elements)']"
47,ChickenTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""Typically mild in taste"" from the class description indicates that the topping’s spiciness should be restricted to Mild.)']"
48,ChickenTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""This delicious topping is often enjoyed on pizzas"" implies that ChickenTopping is used as a topping on Pizza.)']"
49,Country,hasCountryOfOrigin,only,Pizza,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['“Each country has its own unique attributes—including its culinary traditions—that greatly influence the types of pizzas enjoyed within its borders, implying that any entity linked by hasCountryOfOrigin from a Country must be a Pizza (from the Food hierarchy).”']"
50,DeepPanBase,isBaseOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(The description explains that DeepPanBase’s thick, hearty crust acts as a substantial foundation—“provides a substantial foundation for toppings”—implying that it is specifically designed to serve as the base of a Pizza.)']"
51,DomainConcept,hasCountryOfOrigin,some,Country,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The class description emphasizes that any object or entity exists within a specific context or realm—which often implies an association with a particular geographical or cultural origin. The property hasCountryOfOrigin links the DomainConcept to the Country concept (available in the class_hierarchy), capturing this contextual grounding.']"
52,Fiorentina,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""resting on a classic pizza base"")']"
53,Fiorentina,hasTopping,some,GarlicTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""features a harmonious blend of toppings that include garlic"")']"
54,Fiorentina,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""features ... mozzarella"")']"
55,Fiorentina,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""features ... olives"")']"
56,Fiorentina,hasTopping,some,ParmesanTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""features ... parmesan"")']"
57,Fiorentina,hasTopping,some,SpinachTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""features ... spinach"")']"
58,Fiorentina,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""features ... tomatoes"")']"
59,FishTopping,hasIngredient,some,MixedSeafoodTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasTopping'], 'generalize': [], 'specialize': []}","['(The description mentions that this topping ""often featur[es] ingredients like shrimp, crab, or calamari,"" and MixedSeafoodTopping (a subclass of FishTopping) serves as a collective representation of these seafood ingredients.)']"
60,FishTopping,hasSpiciness,only,Mild,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that FishTopping is ""known for its mild taste,"" which implies that any instance of FishTopping should have a spiciness value of Mild.)']"
61,Food,hasCountryOfOrigin,only,Country,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['The description’s mention of food’s cultural significance and its role in bringing people together in meals hints at each food item having an origin in a particular country.']
62,Food,hasIngredient,only,Food,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['Since food comprises a vast array of edible substances (like fruits, vegetables, meats, grains, and dairy), any ingredient used to prepare food is itself an edible (i.e., a Food item in the ontology).']"
63,Food,hasSpiciness,only,Spiciness,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The text emphasizes the diverse flavors and preparations of food, which implies that food may exhibit various spiciness levels (e.g., Hot, Medium, Mild as listed in the Spiciness partition).']"
64,FourCheesesTopping,hasIngredient,some,CheeseTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasTopping'], 'generalize': ['PizzaTopping'], 'specialize': []}","['“The description notes that this topping features a ‘rich blend of four different cheeses,’ implying that its ingredients are all of the cheese type (i.e. members of CheeseTopping).”']"
65,FourCheesesTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['“The description states that the topping’s combination is ‘carefully crafted to ensure a mild spiciness, allowing the natural flavors of the cheeses to shine…’”']"
66,FourSeasons,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""The base is a classic pizza crust, providing the perfect foundation for this colorful and varied topping arrangement."")']"
67,FourSeasons,hasTopping,some,AnchoviesTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""You\'ll find anchovies as one of the four seasonal toppings, adding a distinct savory note."")']"
68,FourSeasons,hasTopping,some,CaperTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""Capers are included to contribute a tangy flavor, complementing the other toppings."")']"
69,FourSeasons,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""Creamy mozzarella is featured, enhancing the pizza with its rich, smooth texture."")']"
70,FourSeasons,hasTopping,some,MushroomTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""Earthy mushrooms are added to balance the flavor profile with their distinctive taste."")']"
71,FourSeasons,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""Briny olives provide a burst of saltiness that works harmoniously within the blend."")']"
72,FourSeasons,hasTopping,some,PeperoniSausageTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['MeatTopping'], 'specialize': []}","['(""Zesty pepperoni—represented by PeperoniSausageTopping—offers a spicy kick in the mix."")']"
73,FourSeasons,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""Fresh tomatoes brighten the ensemble, emphasizing the vibrant and varied topping arrangement."")']"
74,FruitTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""A delightful addition to any pizza, this category includes various types of fruits that can be used as toppings... making each slice a delightful experience"")']"
75,FruttiDiMare,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""complemented by a flavorful base that enhances the overall experience."" from ""complemented by a flavorful base"")']"
76,FruttiDiMare,hasTopping,some,GarlicTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""featuring savory garlic"" indicates that a garlic topping is a constituent ingredient.)']"
77,FruttiDiMare,hasTopping,some,MixedSeafoodTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""a mix of fresh seafood"" confirms the inclusion of seafood topping, matching the seafood lover\'s dream theme.)']"
78,FruttiDiMare,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(""rich tomato"" implies that tomato topping is included as one of the key ingredients.)']"
79,GarlicTopping,hasSpiciness,only,Medium,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['It strikes a perfect balance with a medium level of spiciness, making it appealing to a wide range of palates.']"
80,Giardiniera,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The crust serves as a sturdy foundation, supporting the colorful array of toppings that make this dish visually appealing and a feast for the palate.']"
81,Giardiniera,hasTopping,some,LeekTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['Featuring a delightful combination of toppings that include leek, contributing fresh, garden‐like flavor.']"
82,Giardiniera,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['Featuring a delightful combination of toppings that include mozzarella, adding creamy richness to the medley.']"
83,Giardiniera,hasTopping,some,MushroomTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['Featuring a delightful combination of toppings that include mushrooms, which provide earthy texture and taste.']"
84,Giardiniera,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['Featuring a delightful combination of toppings that include olives, imparting a burst of briny flavor.']"
85,Giardiniera,hasTopping,some,PeperonataTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PepperTopping'], 'specialize': []}","['Featuring a delightful combination of toppings that include peperonata, adding a sweet and tangy element.']"
86,Giardiniera,hasTopping,some,PetitPoisTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['Featuring a delightful combination of toppings that include petit pois, bringing fresh, sweet notes to the pizza.']"
87,Giardiniera,hasTopping,some,SlicedTomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['TomatoTopping'], 'specialize': []}","['Featuring a delightful combination of toppings that include sliced tomatoes, which echo the rich tomato base in flavor and color.']"
88,GoatsCheeseTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['Known for its mild taste"" indicates that this topping should have a spiciness value of Mild, which is present in the class_hierarchy under Spiciness.']"
89,GorgonzolaTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['Known for its mild spiciness']
90,GorgonzolaTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}",['This topping elevates any pizza to a gourmet delight.']
91,GreenPepperTopping,hasSpiciness,only,Mild,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""slightly tangy flavor"" suggests that the topping is not fiery but possesses a gentle or mild flavor profile, which aligns with the Mild spiciness value available in the hierarchy)']"
92,GreenPepperTopping,isToppingOf,only,Pizza,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""adds a crisp and slightly tangy flavor to pizzas"" – indicating that this topping is used exclusively on pizzas, and Pizza is defined in the class hierarchy)']"
93,HamTopping,hasSpiciness,value,Mild,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""...savory and slightly sweet flavor..."" suggests that the topping is not hot, aligning with the spiciness value Mild.)']"
94,HamTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""...sprinkled on top of a classic cheese pizza or combined with other toppings..."" implies that HamTopping is used on pizzas.)']"
95,HerbSpiceTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(The description states, ""When sprinkled or layered onto a pizza, these ingredients not only elevate the dish’s aroma but also add a fresh, vibrant taste,"" which implies that HerbSpiceTopping is used on pizzas.)']"
96,Hot,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The class description highlights that these flavors ""bring a noticeable warmth and a kick"" to dishes, which aligns with the notion that any food in this category must have a spiciness level of ""Hot"" as defined in the ontology.']"
97,HotGreenPepperTopping,hasSpiciness,hasValue,Hot,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""adds a fiery kick"" and ""known for their spiciness"" indicate that the topping should be associated with the \'Hot\' value from the Spiciness partition)']"
98,HotGreenPepperTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""to your pizza"" implies that this topping is used on pizzas, making it a topping applicable to instances of the Pizza class)']"
99,HotSpicedBeefTopping,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that the beef is ""seasoned with a fiery blend of spices,"" and it ""adds a spicy kick,"" indicating that its spiciness level should be Hot.)']"
100,HotSpicedBeefTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(The topping ""adds a spicy kick to any pizza,"" implying that it is used as a topping on Pizza.)']"
101,IceCream,hasTopping,some,FruitTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasIngredient'], 'generalize': ['PizzaTopping'], 'specialize': []}","['The description states that IceCream ""can be enhanced with toppings, particularly those made from fruits,"" which indicates that the toppings applicable to IceCream are of the FruitTopping type, a concept available in our class hierarchy.']"
102,JalapenoPepperTopping,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description emphasizes the topping’s “heat” and “bold and spicy flavor,” implying that its level of spiciness should be classified as Hot in the available Spiciness value partition.']"
103,LaReine,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The base is crafted from a traditional pizza dough, providing a sturdy foundation for the delightful array of ingredients.']"
104,LaReine,hasTopping,some,HamTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['MeatTopping'], 'specialize': []}","['Each slice is generously adorned with ham, contributing to the savory blend of toppings.']"
105,LaReine,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['Mozzarella is one of the featured toppings, ensuring a rich and satisfying flavor.']"
106,LaReine,hasTopping,some,MushroomTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['Mushrooms are included in the harmonious blend of toppings that create a well-rounded pizza experience.']
107,LaReine,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['Olives are used to add a contrasting texture and taste to each slice.']
108,LaReine,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}",['Tomatoes are featured as part of the savory assortment that offers a perfect balance of textures and tastes.']
109,LeekTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description states that this topping ""adds a subtle and mild taste"" and has a ""gentle flavor profile,"" which supports the use of a spiciness value of Mild.']"
110,LeekTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['The topping is explicitly used ""in their pizza creations,"" indicating it is applied as a topping on Pizza.']"
111,Margherita,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}",['“The base is typically a simple yet satisfying pizza crust that allows the rich flavors of the toppings to shine.”']
112,Margherita,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['“This delightful pizza features a harmonious blend of two essential toppings, including creamy mozzarella.”']"
113,Margherita,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['“This delightful pizza features a harmonious blend of two essential toppings, including tangy tomato.”']"
114,MeatTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""...enhancing the flavor and heartiness of any pizza"" implies that meat toppings are specifically intended to be used on pizzas, thereby making MeatTopping a topping of Pizza.)']"
115,MeatyPizza,hasTopping,some,MeatTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['PizzaTopping'], 'specialize': []}","['The description states that MeatyPizza is ""characterized by the inclusion of at least one type of meat as a topping,"" and MeatTopping is available in the class hierarchy, making this restriction appropriate.']"
